timestamp	status	algorithm	run_dir	params_m	epochs	imgsz	batch	device	model_summary	val_acc	val_macro_p	val_macro_r	val_macro_f1	test_acc	test_macro_p	test_macro_r	test_macro_f1	description

2026-05-20T10:31:37	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260519_210952	10.904	10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)									Interrupted after epoch 2 before validation/test metrics; relaunching clean fixed-budget baseline
2026-05-20T10:34:25	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_103304		10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)									Background relaunch exited before epoch 1; no checkpoint or metrics written
2026-05-20T10:35:19	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_103441		10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)									PowerShell wrapper background launch was terminated before epoch 1; switching to scheduled task launch
2026-05-20T11:41:05	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_103601		10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)									Scheduled task launch exited with code 1 before epoch 1; no checkpoint or metrics written
2026-05-20T16:06:33	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_114445	10.904	10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)									Hung after epoch 5 with DataLoader workers alive but idle; switching fixed protocol to workers=0 for stability
2026-05-20T16:40:18	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_160732	10.904	10	224	64	0	yolo26m-cls.pt | ctm(d=256,s=4,drop=0.1,pow=0.5)	0.9269580635214307	0.6426701509409757	0.6717376511142162	0.6249682559384939	0.927643498708608	0.6400595619147946	0.6728897133301437	0.623139373893344	Fixed-budget YoloCTM baseline: yolo26m-cls backbone, d_model=256, steps=4
2026-05-20T19:06:05	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_190329		10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									Fatal crash in torchvision.transforms.ToTensor during first epoch; replaced ToTensor with local numpy-to-torch converter
2026-05-20T19:56:42	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_fused_20260520_1930	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9737126117792168	0.8657627593025462	0.9079812158143107	0.8857360869362672	0.9747889441424772	0.8560765258380332	0.8787109466588707	0.8660726219871209	YOLO26m classifier head with lightweight shared CTM residual logits, d_model=96, steps=4
2026-05-20T20:37:09	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_lowrank_20260520_2000	9.901	10	224	64	0	yolo26m-cls.pt | ctm(d=64,s=4,drop=0.1,pow=0.5)	0.9715155720012334	0.8371713941671072	0.8859188113986363	0.848025629982892	0.9732084345244979	0.8453848005388387	0.888824906429604	0.8558066844950182	Low-rank YOLO head with shared CTM residual logits, d_model=64, steps=4
2026-05-20T21:25:47	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_wm811k_20260520_204818	9.976	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									Foreground SSH run interrupted by client timeout after epoch 2; relaunched via scheduled task
2026-05-21T09:21:47	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_attn_20260520_212446		10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									Scheduled-task trigger re-fired and interrupted the attentive YoloCTM run before epoch 1
2026-05-21T09:21:47	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_attn_20260520_212946		10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									Scheduled-task trigger re-fired and interrupted the attentive YoloCTM run before epoch 1
2026-05-21T09:31:43	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_attn_20260521_092208		10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									Scheduled-task run interrupted before epoch 1 with Windows status -1073741510; retrying in foreground with longer timeout
2026-05-21T10:08:45	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_attn_20260521_093156	9.976	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9728646315140302	0.8253619823234064	0.8877319671309523	0.8508405807089959	0.9737481207355152	0.8313964442752455	0.8865085480243728	0.8542043051483117	Attentive token-pooled YOLO-CTM residual logits, d_model=96, steps=4
2026-05-21T10:38:11	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_macroselect_20260521_101049	9.938	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9718624730188098	0.8406912956367483	0.9112189052012147	0.8706863664541967	0.9721676111175359	0.847780528751684	0.8978041945486611	0.8689733588738838	Low-rank YOLO-CTM residual logits selected by validation macro F1, d_model=96, steps=4
2026-05-21T11:07:05	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_yolohead_macroselect_20260521_103941	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9756783842121493	0.847589454035945	0.904167825257465	0.8711259057502617	0.9759454145946571	0.862140968205614	0.902789561047798	0.8801550715466053	YOLO classification head plus CTM residual logits selected by validation macro F1, d_model=96, steps=4
2026-05-21T11:35:27	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_yolohead_pow035_20260521_110802	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.35)	0.9694341658957755	0.8482295284706098	0.9088856815248639	0.8742722009160979	0.9689680428665047	0.8384436566728337	0.8967303703810114	0.8621854619736031	YOLO classification head plus CTM residual logits, macro-F1 selected, class weight power=0.35
2026-05-21T12:10:27	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_classscale_20260521_114310	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9742522355843355	0.8320768016403038	0.9214237994711163	0.8706905775142163	0.9743263559616052	0.827111267793191	0.9096524444818395	0.8620803522038738	YOLO classification head plus CTM residual logits with class-wise residual scale, macro-F1 selected
2026-05-21T12:38:22	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_dynamicgate_20260521_121211	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9719781066913352	0.823599676994331	0.9173491799632867	0.8658381853243278	0.9729000424039166	0.8359428948157476	0.9101654811333746	0.8699369135809	YOLO classification head plus CTM residual logits with sample-wise residual gate, macro-F1 selected
2026-05-21T15:32:16	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_yolohead_d128_20260521_141202	10.521	10	224	64	0	yolo26m-cls.pt | ctm(d=128,s=4,drop=0.1,pow=0.5)									Foreground SSH d128 run stopped after epoch 8 before validation/test metrics; no active training process remained
2026-05-21T16:21:11	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_yolohead_steps3_20260521_154115	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=3,drop=0.1,pow=0.5)	0.96931853222325	0.8446005043620519	0.8794455528942534	0.8587595625969996	0.970317258394048	0.8545611539940835	0.8842830385148944	0.8670156448416141	YOLO classification head plus CTM residual logits selected by validation macro F1, d_model=96, steps=3
2026-05-21T16:51:30	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_fixedscale005_20260521_162414	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.97236355226642	0.8483995683026185	0.8761173686858815	0.854280795123288	0.9737095717204426	0.8577337701280224	0.8694789899972766	0.8546747828581669	YOLO classification head plus CTM residual logits with fixed CTM scale 0.05, macro-F1 selected
2026-05-21T17:21:41	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_auxloss_20260521_165357	10.476	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9670829478877583	0.7970175314204788	0.9292229408668733	0.851454532710368	0.9673104352183801	0.7992850292440866	0.9285041319859071	0.8524451469858649	YOLO classification head plus CTM residual logits with auxiliary CTM loss weight 0.2, macro-F1 selected
2026-05-21T19:50:48	crash	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_ctmfeatgate_20260521_174810	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)									CTM recurrent channel/spatial feature gate hung after epoch 7 before fixed-budget completion; best observed val macro F1 in log was 0.8412, so not a keep
2026-05-21T20:54:50	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_ctmadapter_20260521_195218	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.974213691026827	0.8375021797286548	0.9249999023518899	0.8753896743139846	0.9762152577001657	0.8433652201890339	0.921886735081809	0.8772570098080873	CTM recurrent token state is projected back as a lightweight residual adapter before the YOLO head, with CTM residual logits
2026-05-21T21:42:38	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_ctmadapter_balsof_20260521_205707	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9506244218316374	0.7250938341820492	0.9065141110104646	0.7906106313169068	0.9486527119232103	0.7312538646478913	0.9017780567142175	0.7890696639827119	CTM residual feature adapter before the YOLO head plus Balanced Softmax loss for long-tailed WM811K classes
2026-05-21T21:49:51	keep	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_ctmadapter_priorcal_20260521_214700	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.977991057662658	0.9013969364216212	0.8975726564112283	0.8974370609687414	0.9793377279210517	0.9036211838342155	0.8963527098668249	0.8983463307015739	CTM residual feature adapter before the YOLO head with validation-selected class-prior logit calibration tau=0.4
2026-05-22T16:30:17	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_ctmadapter_lowrank_priorcal_20260522_155358	10.496	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9774128893000308	0.9082037651506413	0.8769646009356815	0.8886174606520036	0.9772175320920551	0.9040333481559085	0.8584082098532324	0.8779588274739122	Low-rank CTM residual feature adapter (rank=32) before the YOLO head with fixed class-prior logit calibration tau=0.4
2026-05-22T20:33:01	keep	ensemble	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_logprob_ensemble_20260522_170000	32.655	10	224	64	0	fixed logprob ensemble: 0.6*yolo26m + 0.2*ctm_adapter + 0.2*ctm_lowrank + tau=0.025	0.9813444341658958	0.9237807676059879	0.9017953689025799	0.9109065664584166	0.9822289040515015	0.9220839837948106	0.9044817595626997	0.9118345878705889	Fixed log-probability ensemble of YOLO26m, CTM adapter, and low-rank CTM adapter
2026-05-22T21:48:47	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_learned_logprob_fusion_20260522_211943	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9724406413814369	0.8143773559484644	0.9110305604069173	0.857575387130164	0.9739794148259512	0.816380981887274	0.9023405779289726	0.8556563693526574	Full CTM residual feature adapter with learned in-model log-probability fusion of YOLO and CTM heads; no post-hoc prior calibration; underperformed best single-model macro F1
2026-05-22T23:06:24	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_attention_readout_priorcal_20260522_223052	10.525	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5)	0.9746376811594203	0.9057046099492122	0.8286183518908392	0.8603210125058374	0.9748660421726225	0.9048592757807216	0.7998442944612886	0.8419064171274235	CTM residual feature adapter before the YOLO head with attention-pooled CTM token readout and class-prior logit calibration tau=0.4; underperformed best single-model macro F1
2026-05-23T08:57:31	discard	yoloctm	E:\Cjn\PCB_Yolo\runs\classify\autoresearch_yoloctm_gated_feature_fusion_priorcal_20260523_083103	10.550	10	224	64	0	yolo26m-cls.pt | ctm(d=96,s=4,drop=0.1,pow=0.5) | fusion=gated(rank=16)	0.9766034535923528	0.8930670801475991	0.8723395808803145	0.8778650039059825	0.978489649589453	0.897766664697391	0.8650927976267586	0.877171649975028	CTM residual feature adapter before the YOLO head with low-rank channel gate (rank=16), mean CTM readout, and class-prior logit calibration tau=0.4
